"filename", "language", "JSON", "Markdown", "Python", "XML", "Properties", "Java", "Vue", "HTML", "JavaScript", "Excel", "JSON with Comments", "Batch", "comment", "blank", "total"
"e:\code\Shanruan_app\shanruan\electron-vue3\src\components\functions_new\Video.vue", "Vue", 0, 0, 0, 0, 0, 0, 421, 0, 0, 0, 0, 0, 5, 9, 435
"e:\code\Shanruan_app\shanruan\electron-vue3\src\components\functions_new\Yanshi.vue", "Vue", 0, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0, 2, 6, 298
"e:\code\Shanruan_app\shanruan\electron-vue3\src\components\functions_new\graph\emotion_like.vue", "Vue", 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 25, 6, 210
"e:\code\Shanruan_app\shanruan\electron-vue3\src\main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 4, 20
"e:\code\Shanruan_app\shanruan\electron-vue3\src\router\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 17, 6, 50
"e:\code\Shanruan_app\shanruan\electron-vue3\static\chart.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 3, 205
"e:\code\Shanruan_app\shanruan\flask_template-master\.idea\flask_template-master.iml", "XML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"e:\code\Shanruan_app\shanruan\flask_template-master\.idea\inspectionProfiles\profiles_settings.xml", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\code\Shanruan_app\shanruan\flask_template-master\.idea\misc.xml", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"e:\code\Shanruan_app\shanruan\flask_template-master\.idea\modules.xml", "XML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"e:\code\Shanruan_app\shanruan\flask_template-master\.idea\vcs.xml", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\code\Shanruan_app\shanruan\flask_template-master\.qiniu_pythonsdk_hostscache.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\code\Shanruan_app\shanruan\flask_template-master\README.md", "Markdown", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 77
"e:\code\Shanruan_app\shanruan\flask_template-master\app\__init__.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 34
"e:\code\Shanruan_app\shanruan\flask_template-master\app\email.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"e:\code\Shanruan_app\shanruan\flask_template-master\app\main\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7
"e:\code\Shanruan_app\shanruan\flask_template-master\app\main\errors.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 14
"e:\code\Shanruan_app\shanruan\flask_template-master\app\main\forms.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"e:\code\Shanruan_app\shanruan\flask_template-master\app\main\views.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 119
"e:\code\Shanruan_app\shanruan\flask_template-master\app\models.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 23
"e:\code\Shanruan_app\shanruan\flask_template-master\app\python\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\code\Shanruan_app\shanruan\flask_template-master\app\python\class_indices.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"e:\code\Shanruan_app\shanruan\flask_template-master\app\python\main.py", "Python", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 73, 392
"e:\code\Shanruan_app\shanruan\flask_template-master\app\python\model.py", "Python", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 46, 253
"e:\code\Shanruan_app\shanruan\flask_template-master\app\python\music database.xlsx", "Excel", 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 3, 151
"e:\code\Shanruan_app\shanruan\flask_template-master\app\python\musicValue.xlsx", "Excel", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 1, 96
"e:\code\Shanruan_app\shanruan\flask_template-master\app\templates\404.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 10
"e:\code\Shanruan_app\shanruan\flask_template-master\app\templates\500.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 10
"e:\code\Shanruan_app\shanruan\flask_template-master\app\templates\base.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 7, 49
"e:\code\Shanruan_app\shanruan\flask_template-master\app\templates\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"e:\code\Shanruan_app\shanruan\flask_template-master\app\templates\mail\new_user.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"e:\code\Shanruan_app\shanruan\flask_template-master\config.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 48
"e:\code\Shanruan_app\shanruan\flask_template-master\manage.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 24
"e:\code\Shanruan_app\shanruan\flask_template-master\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\code\Shanruan_app\shanruan\flask_template-master\tests\test_basics.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"Total", "-", 36947, 84, 879, 1238, 8, 333, 7955, 3447, 94, 338, 9, 96, 784, 709, 52921
